,id,proj_name,proj_sector,state,district,outlay,spent,mode,year,cin,company_name
409,2,Environmental Sustainability,Environmental Sustainability,PAN India,NEC/ Not mentioned,"32,300,000.00","28,900,000.00",Directly,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
410,3,Livelihood enhancement projects,Livelihood Enhancement Projects,PAN India,NEC/ Not mentioned,"412,800,000.00","260,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
411,4,Vocational skills,Vocational Skills,Karnataka,Udupi,"17,000,000.00","15,700,000.00",Directly,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
412,5,Education,Education,PAN India,NEC/ Not mentioned,"15,000,000.00","9,200,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
413,6,Education,Education,PAN India,NEC/ Not mentioned,"5,900,000.00","5,900,000.00",NEC/ Not Mentioned,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
414,7,Health care,Health Care,Maharashtra,Mumbai City,"6,200,000.00","6,200,000.00",Other Implementing Agency,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
415,8,Prime Minister National Relief Fund,Prime Ministers National Relief Fund,Jammu And Kashmir,NEC/ Not mentioned,"37,000,000.00","37,800,000.00",Directly,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
416,9,Rural development projects,Rural Development Projects,PAN India,NEC/ Not mentioned,"1,300,000,000.00","1,137,700,000.00",Directly,2014-15,L65190GJ1994PLC021012,I C I C I BANK LTD.
417,1,Rural Development Projects,Rural Development Projects,PAN India,NEC/ Not mentioned,"1,400,000,000.00","1,196,600,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
418,2,Healthcare,Health Care,Rajasthan,Jaipur,0,"900,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
419,3,Education,Education,PAN India,NEC/ Not mentioned,"54,000,000.00","5,100,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
420,4,Education,Education,PAN India,NEC/ Not mentioned,"15,000,000.00","7,700,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
421,5,Livelihood Enhancement Projects,Livelihood Enhancement Projects,PAN India,NEC/ Not mentioned,0,"10,000,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
422,6,PM National Relief Fund,Prime Ministers National Relief Fund,PAN India,NEC/ Not mentioned,0,"38,700,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
423,7,others,Nec/ Not Mentioned,PAN India,NEC/ Not mentioned,"41,000,000.00","6,100,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
424,8,"Education, Vocational skills, Livelihood enhancement projects, Poverty, Hunger & Malnutrition, Healthcare",Nec/ Not Mentioned,Rajasthan,NEC/ Not mentioned,"450,000,000.00","450,000,000.00",NEC/ Not Mentioned,2015-16,L65190GJ1994PLC021012,I C I C I BANK LTD.
425,1,"Rural development projects including digital village initiative, financial inclusion and financial literacy",RURAL DEVELOPMENT PROJECTS,PAN India,NEC/ Not mentioned,"1,370,000,000.00","1,303,300,000.00",Directly,2016-17,L65190GJ1994PLC021012,I C I C I BANK LTD.
426,2,Financial Counsellling,Education,PAN India,NEC/ Not mentioned,"8,000,000.00","9,300,000.00",Other Implementing Agency,2016-17,L65190GJ1994PLC021012,I C I C I BANK LTD.
427,3,Projects of ICICI Foundation for Inclusive Growth,Livelihood Enhancement Projects,PAN India,NEC/ Not mentioned,"580,000,000.00","475,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2016-17,L65190GJ1994PLC021012,I C I C I BANK LTD.
428,4,Miscellaneous,Health care,PAN India,NEC/ Not mentioned,"63,000,000.00","36,100,000.00",Other Implementing Agency,2016-17,L65190GJ1994PLC021012,I C I C I BANK LTD.
429,1,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Karnataka,NEC/ Not mentioned,"8,100,000.00","8,100,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
430,2,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Karnataka,NEC/ Not mentioned,"4,100,000.00","4,100,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
431,3,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Delhi,NEC/ Not mentioned,"7,400,000.00","7,400,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
432,4,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Karnataka,NEC/ Not mentioned,"361,000,000.00","361,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
433,5,Education Differently Abled Livelihood,Education,Delhi,NEC/ Not mentioned,"24,400,000.00","24,400,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
434,6,Education Differently Abled Livelihood,Education,Delhi,NEC/ Not mentioned,"25,100,000.00","25,100,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
435,7,Education Differently Abled Livelihood,Education,Maharashtra,NEC/ Not mentioned,"26,000,000.00","26,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
436,8,Education Differently Abled Livelihood,Education,Assam,NEC/ Not mentioned,"71,700,000.00","71,700,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
437,9,Environment Animal Welfare Conservation Of Resources,Environmental Sustainability,Karnataka,NEC/ Not mentioned,"1,400,000.00","1,400,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
438,10,Education Differently Abled Livelihood,Education,Delhi,NEC/ Not mentioned,"8,000,000.00","8,000,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
439,11,Health Eradicating Hunger Poverty And Malnutrition Safe Drinking Water  Sanitation,Health Care,Maharashtra,NEC/ Not mentioned,"12,700,000.00","12,700,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
440,12,Education Differently Abled Livelihood,NEC/ Not Mentioned,Karnataka,NEC/ Not mentioned,"772,500,000.00","772,500,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
441,13,Rural Development,Rural Development Projects,Uttarakhand,NEC/ Not mentioned,"4,600,000.00","4,600,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L32102KA1945PLC020800,WIPRO LTD.
442,1,Rural Development projects,Rural Development Projects,Uttarakhand,Uttarkashi,"3,000,000.00","2,800,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
443,2,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,Bangalore Rural,"450,000,000.00","466,300,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
444,3,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,Bangalore Rural,"6,000,000.00","7,100,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
445,4,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,Bangalore Rural,"4,000,000.00","3,000,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
446,5,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,Bangalore Rural,"1,500,000.00","1,500,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
447,6,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Delhi,NEC/ Not mentioned,"9,000,000.00","11,900,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
448,7,Providing essential materials to those affected by natural disasters,"Poverty, Eradicating Hunger, Malnutrition",Tamil Nadu,Chennai,"3,000,000.00","3,800,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
449,8,Providing preventive and curative health services with specific focus on malnutrition and infant mortality rate.,Health Care,Maharashtra,Gadchiroli,"4,000,000.00","3,800,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
450,9,Program of higher education in engineering and technology linked to skills development for the IT industry,Education,Karnataka,Bangalore Rural,"948,900,000.00","961,600,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
451,10,Systemic reforms in school education:,Education,Assam,Bongaigaon,"56,800,000.00","61,600,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
452,11,Initiatives in Education of children with Disability,Education,Delhi,NEC/ Not mentioned,"28,000,000.00","27,800,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
453,12,Initiatives in sustainability education in schools and colleges across India,Education,Delhi,NEC/ Not mentioned,"19,800,000.00","22,500,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
454,13,Initiatives in improving education in engineering colleges in India,Education,Delhi,NEC/ Not mentioned,"10,000,000.00","6,600,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
455,14,Education for Underprivileged in proximate communities,Education,Maharashtra,NEC/ Not mentioned,"16,000,000.00","17,900,000.00",Other Implementing Agency,2015-16,L32102KA1945PLC020800,WIPRO LTD.
456,15, ,Nec/ Not Mentioned,PAN India,NEC/ Not mentioned,0,0,NEC/ Not Mentioned,2015-16,L32102KA1945PLC020800,WIPRO LTD.
457,1,Initiatives in sustainability education in schools and colleges across India,Education,Delhi,NEC/ Not mentioned,"22,000,000.00","25,800,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
458,2,Initiatives in improving education in engineering colleges in India,Education,Delhi,NEC/ Not mentioned,"5,000,000.00","2,000,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
459,3,Initiatives in Education of children with Disability,Education,Delhi,NEC/ Not mentioned,"14,000,000.00","14,500,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
460,4,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,NEC/ Not mentioned,"8,000,000.00","8,500,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
461,5,NEC/ Not mentioned,NEC/ Not mentioned,NEC/ Not mentioned,NEC/ Not mentioned,0,0,NEC/ Not Mentioned,2016-17,L32102KA1945PLC020800,WIPRO LTD.
462,6,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,NEC/ Not mentioned,"605,000,000.00","529,800,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
463,7,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,NEC/ Not mentioned,"2,000,000.00","2,600,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
464,8,Providing preventive and curative health services with specific focus on malnutrition and infant mortality rate.,Health care,Maharashtra,Gadchiroli,"2,000,000.00","1,900,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
465,9,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,NEC/ Not mentioned,"12,000,000.00","14,700,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
466,10,Education for Under privileged in proximate communities,Education,Maharashtra,NEC/ Not mentioned,"35,000,000.00","35,100,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
467,11,Program of higher education in engineering and technology linked to skills development for the IT industry,Education,Karnataka,NEC/ Not mentioned,"990,000,000.00","1,118,000,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
468,12,"Ensuring environmental sustainability, ecological balance, Agroforestry",Environmental Sustainability,Karnataka,NEC/ Not mentioned,"11,000,000.00","11,500,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
469,13,"Systemic reform initiatives in school education in India, in the areas of ecology, social science, languages and affective educati",Education,Assam,Bongaigaon,"95,000,000.00","95,600,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
470,14,Rural Development projects,Rural Development Projects,Uttarakhand,NEC/ Not mentioned,"3,000,000.00","3,100,000.00",Other Implementing Agency,2016-17,L32102KA1945PLC020800,WIPRO LTD.
471,1,Education,Education,PAN India,NEC/ Not mentioned,"10,900,000.00","10,900,000.00",Directly,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
472,2,Education,Education,PAN India,NEC/ Not mentioned,"18,200,000.00","18,200,000.00",Directly,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
473,3,Sanitation,Sanitation,Madhya Pradesh,Betul,"600,000.00","600,000.00",Directly,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
474,4,"Education, Socio-economic inequalities, rural development",NEC/ Not Mentioned,PAN India,NEC/ Not mentioned,"523,200,000.00","523,200,000.00",Other Implementing Agency,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
475,5,"Environmental sustainability, Conservation of natural resources",NEC/ Not Mentioned,PAN India,NEC/ Not mentioned,"57,500,000.00","57,500,000.00",Directly,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
476,6,"Education, Livelihood enhancement projects, Vocational skills, Conservation of natural resources, rural development projects, healthcare",NEC/ Not Mentioned,PAN India,NEC/ Not mentioned,"621,800,000.00","621,800,000.00",By Trusts/ Societies/ Section 8 Company set up by the Company itself,2014-15,L65110GJ1993PLC020769,AXIS BANK LTD.
477,1,Lifeline Foundation (LLF),Health Care,Maharashtra,Mumbai City,"1,600,000.00","1,600,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
478,2,Society Undertaking Poor Peoples Onus for Rehabilitation (SUPPORT),Education,Karnataka,Bangalore Rural,"2,500,000.00","2,500,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
479,3,Mitra Jyothi,Education,Karnataka,Bangalore Rural,"1,800,000.00","1,800,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
480,4,Pratibandhi Kalyan Kendra (PKK),Education,Karnataka,Bangalore Rural,"1,600,000.00","1,500,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
481,5,Navjeevan Centre,Education,Uttar Pradesh,Bulandshahr,"800,000.00","500,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
482,6,Noida Deaf Society (NDS),Education,Uttar Pradesh,Gautam Buddha Nagar,"900,000.00","1,000,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
483,7,Godhuli,Education,Uttar Pradesh,Gautam Buddha Nagar,"300,000.00","200,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
484,8,Lend A Hand India (LAHI),Education,Assam,Golaghat,"6,900,000.00","6,900,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
485,9,Jayaprakash Narayan Memorial Trust (Project - Vidya & Child (V&C;)),Education,Karnataka,Haveri,"3,600,000.00","3,600,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
486,10,Noida Deaf Society (NDS),Education,Jharkhand,Hazaribagh,"2,100,000.00","2,100,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
487,11,Shishu Sarothi,Education,West Bengal,Hooghly,"2,300,000.00","1,900,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
488,12,Able Disabled All People Together (ADAPT),Education,Rajasthan,Jaipur,"2,100,000.00","1,700,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
489,13,Enable India,Education,Maharashtra,Mumbai City,"9,600,000.00","8,700,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
490,14,Tropical Research And Development Centre (TRDC),Education,Maharashtra,Mumbai City,"3,300,000.00","3,300,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
491,15,MBA Foundation,Education,Maharashtra,Mumbai City,"3,800,000.00","3,200,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
492,16,Pardada Pardadi Educational Society (PPES),Education,Delhi,New Delhi,"600,000.00","600,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
493,17,SPJ Sadhana School,Special Education,Maharashtra,Satara,"6,200,000.00","6,200,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
494,18,Nav Bharat Jagriti Kendra (NBJK) (RCC Program),Education,Maharashtra,Thane,"1,400,000.00","1,200,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
495,19,Montfort Community Trust,Education,Gujarat,Vadodara,"700,000.00","800,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
496,20,Others,Nec/ Not Mentioned,PAN India,NEC/ Not mentioned,"698,200,000.00","1,428,500,000.00",NEC/ Not Mentioned,2015-16,L65110GJ1993PLC020769,AXIS BANK LTD.
497,1,Able Disabled All People Together (ADAPT),Education,Maharashtra,Mumbai City,"300,000.00","300,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
498,2,Action for Social Advancement (ASA),Livelihood Enhancement Projects,Madhya Pradesh,Narsinghpur,"8,900,000.00","2,900,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
499,3,Aga Khan Rural Support Programme (India) (AKRSPI),Livelihood Enhancement Projects,Uttar Pradesh,Maharajganj,"12,100,000.00","14,400,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
500,4,DHAN Foundation,Livelihood Enhancement Projects,Chhattisgarh,Surguja,"27,300,000.00","44,600,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
501,5,DHAN Vayalagam Tank Foundation (DVTF),Livelihood Enhancement Projects,Maharashtra,Yavatmal,"21,000,000.00","17,000,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
502,6,Dilasa Sanstha,Livelihood Enhancement Projects,Odisha,NEC/ Not Mentioned,"40,200,000.00","58,700,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
503,7,Enable India,Livelihood Enhancement Projects,Uttar Pradesh,Gautam Buddha Nagar,"4,800,000.00","4,400,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
504,8,Foundation for Ecological Security (FES),Livelihood Enhancement Projects,Tamil Nadu,Sivaganga,"46,800,000.00","53,600,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
505,9,Lend A Hand India (LAHI),Education,Assam,Golaghat,"7,600,000.00","4,700,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
506,10,MBA Foundation,Education,Maharashtra,Mumbai City,"700,000.00","600,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
507,11,Mitra Jyothi,Education,Maharashtra,Mumbai City,"1,000,000.00","700,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
508,12,N M Sadguru Water And Development Foundation,Livelihood Enhancement Projects,Gujarat,NEC/ Not Mentioned,"65,000,000.00","49,700,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
509,13,Noida Deaf Society (NDS),Livelihood Enhancement Projects,Maharashtra,Satara,"2,400,000.00","2,300,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
510,14,Plan India (India Chapter of Plan International),Livelihood Enhancement Projects,Karnataka,NEC/ Not mentioned,"49,000,000.00","68,100,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
511,15,Pratibandhi Kalyan Kendra (PKK),Education,Karnataka,NEC/ Not mentioned,"600,000.00","700,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
512,16,Professional Assistance for Development Action  (PRADAN),Livelihood Enhancement Projects,Gujarat,Dahod,"61,100,000.00","60,800,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
513,17,Samaj Pragati Sahayog (SPS),Livelihood Enhancement Projects,Gujarat,Anand,"55,400,000.00","18,400,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
514,18,Shishu Sarothi,Education,West Bengal,Hooghly,"500,000.00","400,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
515,19,Society Undertaking Poor Peoples Onus for Rehabilitation (SUPPORT),Education,Karnataka,NEC/ Not mentioned,"600,000.00","500,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
516,20,Self Reliant Initiatives for Joint Action (SRIJAN),OTHER CENTRAL GOVERNMENT FUNDS,Madhya Pradesh,NEC/ Not mentioned,"122,800,000.00","951,300,000.00",Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
517,21,Not mentioned,NEC/ Not Mentioned,PAN India,NEC/ Not mentioned,0,0,Other Implementing Agency,2016-17,L65110GJ1993PLC020769,AXIS BANK LTD.
518,1,Not Mentioned,NEC/ Not Mentioned,PAN India,NEC/ Not mentioned,0,"346,700,000.00",NEC/ Not Mentioned,2014-15,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
519,1,Upgradation of facilities at Malpe Fishing harbour,Rural Development Projects,Karnataka,NEC/ Not mentioned,"7,500,000.00","2,100,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
520,2,Facilitation of livelihood enhancement for poor farmers of Kottayam by construction of storage/office building,Rural Development Projects,Kerala,NEC/ Not mentioned,"1,100,000.00","800,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
521,3,Supporting of Anganwadis,Rural Development Projects,Kerala,NEC/ Not mentioned,"2,200,000.00","800,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
522,4,500 bio gas units for underprivileged families,Rural Development Projects,Maharashtra,NEC/ Not mentioned,"3,700,000.00","500,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
523,5,Community development activities at Washala,Rural Development Projects,Maharashtra,NEC/ Not mentioned,"200,000.00","200,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
524,6,Community development activities in & around Mahul village,Rural Development Projects,Maharashtra,NEC/ Not mentioned,"200,000.00","200,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
525,7,Setting up of a book library in Mahul Community Centre,Rural Development Projects,Maharashtra,NEC/ Not mentioned,"200,000.00","100,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
526,8,Support of Balwadi,Rural Development Projects,Maharashtra,NEC/ Not mentioned,"100,000.00","100,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
527,9,Maintenance of Community Centre at Mahul,Rural Development Projects,Maharashtra,NEC/ Not mentioned,0,0,Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
528,10,Water Structures in Lachhda village,Rural Development Projects,Odisha,NEC/ Not mentioned,"800,000.00","800,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
529,11,Water Structures in Lachhda village Consultancy,Rural Development Projects,Odisha,NEC/ Not mentioned,"100,000.00","100,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
530,12,Rainwater Harvesting Structures & Other Community Development project,Rural Development Projects,Odisha,NEC/ Not mentioned,"300,000.00",0,Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
531,13,For LPG connections to BPL families 12-13 & 13-14,Rural Development Projects,PAN India,NEC/ Not mentioned,"215,200,000.00","215,200,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
532,14,For LPG connections to BPL families 15-16,Rural Development Projects,PAN India,NEC/ Not mentioned,"203,400,000.00","203,400,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
533,15,Solar Street lighting in villages,Rural Development Projects,Uttar Pradesh,NEC/ Not mentioned,"500,000.00","200,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
534,16,CSR activities in Jahazpur in Puruliya,Rural Development Projects,West Bengal,NEC/ Not mentioned,0,0,Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
535,17,BOOND - Rain water harvesting project -Kolar Rarmanagara,Environmental Sustainability,Karnataka,NEC/ Not mentioned,"30,300,000.00","4,400,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
536,18,BOOND - Rain water harvesting project mokhada,Environmental Sustainability,Maharashtra,NEC/ Not mentioned,"62,600,000.00","12,800,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
537,19,Intervention near Akolner depot,Environmental Sustainability,Maharashtra,NEC/ Not mentioned,"100,000.00","100,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
538,20,BOOND- Rain water harvesting project in Bharatpur,Environmental Sustainability,Rajasthan,NEC/ Not mentioned,"47,200,000.00","6,800,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
539,21,BOOND - Rain water harvesting project -Tuticorin,Environmental Sustainability,Tamil Nadu,NEC/ Not mentioned,"25,400,000.00","3,600,000.00",Other Implementing Agency,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
540,22,Swachh Bharat - Swachh Vidyalaya Sanitation Block including maintenance cost,"Poverty, Eradicating Hunger, Malnutrition",Andhra Pradesh,NEC/ Not mentioned,"44,500,000.00","27,300,000.00",Directly,2015-16,L23220MH1952GOI008931,BHARAT PETROLEUM CORPN. LTD.
